车|行驶里程|不准确
车|噪声|胎噪、风燥都稍大
A柱|视野|不好
车|车底|有异响
车|黑内饰|容易脏
车|动力|有点涩涩的，不是很顺畅
车|发动机|声音大
小5|空调|制冷效果也是不明晃
空调|制冷|不好
车身|null|不稳，有很大的晃动
发动机|声音|很难听
35|方向盘|抖得厉害
车|雨刷|响
发动机|动力|不行
车|变速箱|null
车|样子|没有办法接受
车|储物空间|少
车|null|单薄
内饰|硬塑料|破裂的很严重，容易伤人
左前门|胶条|太厚
车|空调|不怎么好
车|空间|狭小
车|噪音|有点大
发动机|声音|有点大
第三排|空间|小
车|把手|抖得非常厉害
B50手尊版|发动机|声音好大
冷车|风扇声|特别大
雨刷|电机声音|大
车|底盘|做得太糙
车|车壳|太薄
车|内部空间|太窄
车|喇叭|实在叫人不爽
内饰|做工|一般偏下
ix35|异响|null
车|皮|薄
车|底盘|有周期性响声
Ix35|减震|不好
车|档把|抖动厉害
车|音响|声音时有时无
内部空间|气味|很大
车|怠速|抖动
车|内饰|太简陋
车|灯光|不行
车|操控性|没什么很强
5T|动力|稍差
喇叭|声|很小
发动机|抖动|厉害
车|车漆|太脆弱了
车|油耗|厉害
车|档位|难挂是通病
车|方向|沉
远景|尾灯|不太好看
森林人|越野能力|并不出色
三菱SUV|噪音|极大
车|油耗|不让人满意
IX352.04WD这款车|发动机|很费油的
左前门|空隙|好大啊
车|外形|不够大
车|后备空间|小
车|保养费|较高
车|左前门|异响
途安|7座|牵强
途安|后排空间|不像车外观看起来那么大
途安|座椅|无法向后调整角度
消音器|噪音|大
点烟器插口|供电线|特别细
车|喇叭|不太好摁
智跑|动力|一般
内饰|做工|不精细
车窗|一键式升|没有
轮胎|韩泰|垃圾胎
车|定速|没有
车|异响|严重
车|异响|三处
小三|后视镜|不带加热功能
暖风|噪音|大
车|噪音|大
车|null|乱抖
发动机|声音|像破拖拉机
车|天窗|不一般高
车|指针|抖
车|刹车|不行
车|震动|厉害
车|车门|不好关
轮胎|噪音|大
车|音响|不好
现代新胜达|异响|
车|气味|刺鼻
车|油门|重
轮子|打滑|厉害
车|倒车雷达|没有
发动机|响声|大
车|价格|贵
悬挂|减震|太差
车|车身|甩
美国车|null|傻大个
美国车|油耗|大
美国车|油门|反应迟钝
美国车|刹车|反应迟钝
索兰托|油耗|大
车|减震|没有智雅版号
车|排气|不畅
排气|汽油味|大
高速|风噪声|大
喇叭|声音|档次低
日产全系|方向盘|难看爆了
日产全系|排挡杆|难看爆了
车|方向盘|重
车|后备箱按键|没有
车|右前门|细小声音
远景1.5尊贵版|倒档|不好挂
沃尔沃|质量|不过关
车|下面|老响
跑跑|声音|null
10款豪华版|喇叭|有杂音
车|右后门|关门费劲
途胜|门|不关也能上锁
内饰|黑塑料|接缝有刮擦
发动机|怠速声|大
方向盘|喇叭|不好按
发动机|烧油|严重
车|null|咚咚声
沃尔沃|null|危险
车|减震|不好
车|null|漏油
车|噪音|恐怖
手动豪华版|起步|提速慢
沃尔沃|质量|差
小三|胎压|高
车|null|失望
车内饰|null|失望
车|停车|声音大
车|起步|声音大
跑跑|噪音|高
汽油|质量|不行
车|做工|不行
1.5CVT乞丐版|顿挫感|null
转速表|指针|漂移
后箱备胎|底板|烫
车|导航|不好用
奥德赛|噪音|太大
车|定速巡航|存在缺陷
车|刹车|车盘异响
车|安全气囊灯|亮
车|方向盘|抖
车|null|抖
大智|方向盘|偏转
RAV4|变速箱|垃圾
CRV|变速箱|垃圾
死S店|保养|坑爹
4S店|二保|贵
车|后门|异响
智跑|后备箱门|异响
CRV|后备箱门|异响
途观|后备箱门|异响
奇骏|后备箱门|异响
奥迪Q5|后备箱门|异响
奥迪Q7|后备箱门|异响
CVT|动力|不足
车|外形|不喜欢
车|胎噪|声音大
胎噪|声音|大
车|悬挂|太软
车|悬挂|不喜欢
车|null|不厚道
车|隔音|一般
车|抖动|厉害
车|车窗|不能自动关闭
车窗|自动关闭|不能
北京现代|null|不厚道
南充|4SSSS店|冷漠
车|轮胎|好脏
车|空调|只吹热风
IX35|锁止伐|产生间隙
车|装配工艺|问题
IX35|装配工艺|问题
车|异响|折磨
车|味道|浓
车|氙气近光灯|偏低
车|氙气近光灯|不满意
那梁|减配|可恨
上海大众|减配|无理
劲弦2.0高配|空调|响声
车|发动机|null
发动机|排放故障灯|一闪一闪的
车|动力|下降
车|油耗|增大
车|底盘左侧|null
底盘|护板|撕裂
奥迪|车门|瘪
索纳塔|null|不喜欢
车|空调|出问题
车|起步|慢
车|声音|大
车|前窗玻璃|动静大
前窗玻璃|升降|声音大
车|反光镜|null
反光镜|小黑点|擦不掉
车|空调滤芯|没有
车|底盘|不防撞
车|密封性|差
车|门框|null
门框|密封条|只有一半
车|天窗|null
天窗|密封条|不是全封
车|内饰|质感差
内饰|质感|差
车|驾驶席座椅|不能调节
驾驶席|座椅|不能调节
车|离合|距离大
车|油门|轻
车|熄火|容易
S60T6智雅|性价比|降低
新胜达2.4L2驱至尊版|门|熄火不自动开锁
车|刹车|踩刹车响声不变
车|侧弯|有点厉害
车|油耗|大
迷你是液压助力|力量|重
迷你是液压助力|力度|不可变
车|手刹|哒哒声
4S|null|垃圾
修理工|null|垃圾
副厂件|质量|较差
车|胶圈|易坏
车|起车|皮带响
起车|皮带|响
IX354驱尊贵版|变速箱|异响
车|发动机|不开
车|空调|低频声
b50|方向盘|紧
喇叭|价格|贵
喇叭|效果|差
车|空间|小
车|档杆|晃动
车|null|费油
电动门窗|null|时好时坏
跑跑|异响|null
前挡贴膜|Logo|眼前晃
长城腾翼c30|异响|大
车|销售|垃圾
车|天线|难看
车|发动机声音|大
上海通用别克商务车|刹车软管|null
喇叭|声音|小
大灯|亮度|低
车|4s|坑爹
智跑|高度|小
别克|变速箱故障|未解决
别克君越|变速箱|突发故障
车|转速|很高
车|噪声|很大
长沙|内饰做工|不给力
车|浅色内饰|容易脏
h6|自动挡|没有
h6|加速|很一般
h6|刹车|不太好
s6|做工|不行
车前盖|缝隙|很大
皇冠自动挡|怠速|升高
皇冠自动挡|油耗|很高
皇冠自动挡|刹车|不好用
奔驰|钥匙|单薄消瘦
奔驰|钥匙|别扭
途安|胎噪|很大
途安|null|有抖动感
途安|双后轮内侧|啃胎
左后轮|偏差|较大
车|噪音|依旧
车|发动机|响
车|刹车|偏软
车|车灯|太暗
车|车身|土
车|噪音|很大
手豪|回油|明显顿挫
手豪|踏板|沉
手豪|档位|涩
车|起步|比较肉
车|内饰|粗糙
车|方向机|渗油
节气门|声音|大
后尾灯|左右缝隙|不一样大
后排|空间|不够宽敞
车|油门|null
车|档杆|推不动
后备箱|空间|不足
车|手动换挡按钮|坑爹
奔腾|null|残疾
风神|null|发育不良
车|内饰中控部分|价廉
车|气味|太大
中控|空调旋钮|松松垮垮
发动机|噪音|大
尾部|线条|太多
副驾驶座位|手动调节|寒碜
c30|噪音|大
后排|空间|偏小
普桑|地盘|不够高
车|刹车|软
顶棚|异响|严重
刹车|抖动|厉害
车|右后门|不好关
车|抖动|异响厉害
车|机脚垫与发动机距离|太近
车|侧面防蹭条|单薄
焦点踏板支架|缝隙|大
车|灯光|不给力
发动机|噪声|大
车门|声音|不好听
车|空调|不凉
智跑|后备箱|太小
智跑|主驾头部空间|不够
车|自动跑偏|null
致胜|变速箱|不给力
致胜|悬挂|太软
致胜|动力|不行
c30|座椅|太高
车|内饰|太差
车|座椅|单薄
小狮子|油耗|高
车|发动机运转|不平稳
变速器|轴间间隙|过大
车门和前中控|硬塑料|掉档次
海马骑士|味道|太大
海马骑士|做工|不咋地
车身|尺寸|不大
ix35|线束|凌乱
逍客|后排座椅|尺寸过小
逍客|头部空间|不足
车|扶手箱|松松垮垮
车|手套箱|有点松
内饰|硬塑料|null
车|异响|null
车|中控异响|时有时无
车|离合器|重
车|内饰|容易脏
车|刹车|一般
vv|内饰|简单
奥德赛|远光|不给力
车|刹车|太软
车|雨刮器|异响
长城|塑料质量|很次
c30|噪音|比较大
阳光车|避震|漏油
车门|隔音|不好
车内|材料|不环保
c30|后备箱盖|单薄
手舒|噪音|有点大
手舒|null|抖动
小爱|怠速|有共振
车|后排空间|小
车|座椅|硬
车|内饰|简陋
菱智|发动机|动力不足
车|起步|太肉
机器|噪声|大
全球鹰GX7|大灯|不好看
阳光|提速|慢
后备箱|视觉空间|小
MT|机油粘度|过大
车|内饰|很一般
车|仪表盘|太小
顶棚|隔音|松垮
中控|颜色搭配|老气
中控|材质|一般
车|油门响应|迟钝
座椅|位置|高
车|声音|变大
车|刹车前轮位置|异响
车|胎噪|太大
车|风噪|比较大
车|挡|略不好挂
座椅|调节方式|略显不方便
车|内饰|不是很高档
