途安|null|费油|20161102104819|175|879|但我观察1.8t的途安比2.0费油，而且维修昂贵，容易出现烧机油的情况，根据常识加涡轮后发动机寿命要简短，而且涡轮容易坏，并且加t和双离合是作为新技术所以车的价格往往要高很多，而大家往往认为鬼肯定就好，新技术肯定是好但需呀发展，如果现在买就变成了试验品，是吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
途安|维修|昂贵
途安|null|烧机油
null|升降档|顿挫感强烈|20161102104819|185|924|它直接决定了升降档时顿挫感强烈，起步肉，最高速不会太快，油耗高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|起步|肉
null|最高速|不会太快
null|油耗|高
null|风噪|明显加大了|20161102104819|221|1118|刚装了前后护罩和侧踏板，可发现加速时和正常行驶时的风噪明显加大了，不知各位前辈是否有同样感受,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08威驰|报警器|不响了|20161102104819|228|1192|我车子是08威驰，08年6月买的，现在原车自带的报警器不知道怎么不响了，就是用中控钥匙锁好后再用钥匙开门就是不响，以前都响了，还有貌似自动落锁好像也不行了，这是怎么回事啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD|方向机|响|20161102104819|277|1512|第一批DD，目前6万公里，保养正常，方向机响有一段时间了，开空调后，更为明显点，打方向有吱吱的很轻微的声音，同时感觉方向变重（有可能是心理作用），就在方向盘里发出的声音，不是轴头，润滑的问题，另冷车启动，并无此问题，常常是到目的地时，特别是空调关后，会发现此声音，请老大看下，什么毛病，另有否其他TX有类似问题,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD|打方向|有吱吱的很轻微的声音
车|后视镜|不舒服|20161102104819|284|1548|新车开了几天啦，觉得后视镜好像不舒服呢，特别是左后视镜范围小，好像有车过来总看不到，大家有这个感觉吗，都是怎么解决的呢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
车|左后视镜|范围小
中网|变化|不如老款好看|20161102104819|296|1662|但是中网的变化似乎不如老款好看，前大灯组合也没有改新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中网|前大灯组合|没有改新
图胜|方向机|损坏|20161102104819|326|1784|图胜跑四万多公里出了两个问题....轮胎全换了.方向噪音...经沈阳路鑫店检查方向机损坏...质量太差..请车友慎购..本人悔买此车!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
图胜|质量|太差
皇冠|null|感觉没有12代的经典与大气|20161102104819|341|1809|车友“很皇很冠很皇冠”在回帖中称：感觉没有12代的经典与大气咯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|null|要运动不运动，要大气不大气，要稳重更不稳重|20161102104819|341|1814|车友“我为车狂”在回帖中道出了大部分车友对13代的感受：要运动不运动，要大气不大气，要稳重更不稳重,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD|USB|连接后却读不出来|20161102104819|359|1916|刚买的DD车,USB存了好多歌曲,连接后却读不出来不知道是什么原因,有知道的大虾请告诉我一下,谢谢啦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3标准版|刹车|有个问题|20161102104819|364|1925|我的是Q3标准版的，都半年多，刹车有个问题不知道大家是否也有类似情况在急刹时感觉踩到刹车又踩到“树枝”似的，不知怎么回事，后来发现在路况不平急踩刹车都有这感觉，还好有刹住，不然可以惨了我想应该不是我车问题，大家也应该有，有哪位能处理这类问题发表一下，谢谢啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|响声|增大了|20161102104819|398|2044|今天发现响声增大了，源头较为容易找了，就是中控仪表盘上方的黑色塑料边框,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|发动机|烧机油|20161102104819|406|2064|我的发动机有烧机油的现象，7千公里烧1升机油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|动力传输|突然迟缓|20161102104819|421|2135|发现问题的时候是2挡升3挡的时候动力传输突然迟缓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小v|空调|有一股异味|20161102104819|508|2564|小弟的1.3AT小v空调在运行时突然会有一股异味，但是很快就没有了，不知道大哥们有没有类似的情况，正常吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD|轮胎|质量不怎么样|20161102104819|515|2576|说实话，DD的轮胎质量不怎么样，不知道大家看法如何,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|动力|不太够|20161102104819|515|2583|动力，不太够，，提速没法跟小车比，所以等首保时改一下，雷神整流器，VSD点火增压器，铱金火花塞都列入我改的清单里了4WD的感觉也不是很明显，但是上下马路牙子，很轻松，这就够了我觉得总之，刨去耗油不说，DD是好车，一部物有所值的好车，嘻嘻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|提速|没法跟小车比
途安1.8|空调|出风就很小了|20161102104819|520|2607|途安1.8刚一万五千公里，前几天去山东在高速上跑到150以上的时候空调出风就很小了（几乎没有风，非常热）当车速下来以后风量会自动变大，请问有没有人遇到相同的情况,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丰田|null|还真不如买个轿子开|20161102104819|523|2628|买丰田本田还真不如买个轿子开,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本田|null|还真不如买个轿子开
null|导航|和行驶路线不一致|20161102104819|525|2635|这几天我的导航显示一直和行驶路线不一致，一直为这事烦恼还以为自己倒霉买的车不好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|油门|没有推动力|20161102104819|529|2652|就是踩下煞车，然后换到油门却没有推动力，又或者，踩下去到了2000左右转数以前是空转，后面才好像有了档一样才有推动力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|灯光辅助|没有|20161102104819|548|2893|根本没有灯光辅助，这么长和大的车视线不好（在灯光暗的地方，根本就是垃圾，有P用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|视线|不好
刹车|声音|有很刺耳的声音|20161102104819|558|2945|"请问我的车在凉车启动的时候,车辆1档行驶踩刹车有很刺耳的声音(就像自行车闸皮摩擦车轱辘的声音""吱.."".声音不算是很大),行驶1公里后/热车之后在踩刹车就没有这样的声音了.凉车挂到当踩刹车就没有这样的声音.(最近发现的.由于上车我就听歌所以一直没有注意..这几天注意到了...郁闷呢..谁有知道的麻烦给个回应谢谢",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
威驰|刹车|总能听见前轮嘎吱嘎吱的响|20161102104819|560|2947|我在倒车的时候抬刹车总能听见前轮嘎吱嘎吱的响不知道各位大侠的威驰有这样的情况吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|空调|没了|20161102104819|568|2989|上周出了几天门，从北京回来的时候，最热的时候，空调没了，不舒服事小，没面子事大呀，这么中意的安安怎么这么不给长脸呀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|外扬式后车窗|只能开那一条小缝|20161102104819|577|3054|1、外扬式后车窗只能开那一条小缝，通风很不爽；2、取消了副驾的折叠杯架，增加了置物箱（我气称垃圾箱，有某JS还特意给我纠正是置物箱不是垃圾箱），令我放超长的材料受限制；3、中排滑椅，就算加钱换成转椅，坐垫也不能折起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外扬式后车窗|通风|很不爽
null|置物箱|令我放超长的材料受限制
null|中排滑椅|不能折起
null|皮带轮|发出的声音|20161102104819|592|3174|打开发动机舱，发现好像是皮带轮发出的声音，各位有知道是怎么回事的吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大麦|油耗|有点高啊|20161102104819|604|3245|最近我的大麦油耗有点高啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|固特异轮胎|烧掉了一只|20161102104819|665|3588|不爽的是才换了半个月的固特异轮胎烧掉了一只，当天还加满了油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|null|闻到一股焦糊味|20161102104819|680|3656|第一天新车提回来，停在车库下车就闻到一股焦糊味，立马跟销售联系，说是新车磨合，刹车片的味道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|装配工艺|越来越差|20161102104819|710|3933|装配工艺真的越来越差，有的地方还不如我以前的polo，尤其方向盘下方的那个驾驶员手套箱，做的太差了，还有后排中间的杯架已经坏了，我7月14日的车哦，德国人严谨的作风还有多少时间供国人挥霍啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|驾驶员手套箱|做的太差了
null|杯架|已经坏了
null|传动轴|断裂|20161102104819|763|4525|才两个月的新车传动轴断裂销售商和厂商说是传动轴见了水才导致断裂的责任有车主自己承担所以车主不服才找来老黄牛在西二环拉车游行的靠怎么发不了图片呀在这个里面大家可以去看看骏捷FRV俱乐部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
皇冠|大灯清洗装置|最浪费的|20161102104819|777|4560|现在的汽车配置越来越多，不过有好多都是浪费的，我觉得皇冠的大灯清洗装置是最浪费的，大家发表一下自己的看法啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|马力|不怎么好|20161102104819|850|4901|个人感觉马力不怎么好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|方向机|漏油|20161102104819|851|4902|前几天方向机漏油了，买了修理包换了，换好以后，助力泵有点响，到现在，方向一会有，一会没有，高速正常，应该怎么办，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|助力泵|有点响
DD|左后视镜|有盲区|20161102104819|876|5054|DD的左后视镜有盲区，基本左边车道的车到了车后面5米左右就看不到了，而且大家是否有同感，就是左边镜子看一会儿会头晕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|大灯|null|20161102104819|924|5320|DD一年多了，基本都满意，就提一点，大灯的灯光不知各位兄弟有没有注意到，晚上开大灯时，你用下玻璃窗，或踩下刹车就会暗一下，开到就近的3S店查了下，说每个韩现的车都有这样的毛病，停在那的几辆打开来看了下，的确有同样的问题，3S给出答案，大家都有问题就不是问题了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
途安|内饰|有不足之处|20161102104819|949|5467|途安和同级别的轿车相比，其内饰确有不足之处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
车牌|质量|真差|20161102104819|985|5635|这车牌质量真差!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|车皮|太薄|20161102104819|996|5869|缺点显而易见，车皮太薄，车身轻，上高速没有安全感，120左右经过大车时，车就发飘了，真是紧张，车就像纸一样，左右飘动，这是日本车的通病；漆面太软，经常留下划痕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|车身|轻
日本车|漆面|太软
null|路噪|大|20161102104819|996|5870|整车除了发动机声音小点，路噪，胎噪，风噪都远大于欧美系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null|胎噪|大
null|风噪|大
小威|波杆|最难看，细细长长的，看去特别没档次|20161102105319|11|55|小威最难看的就是自动的波杆了，细细长长的，看去特别没档次，中控勉强可以接受，看中的就是丰田的品质
null|发动机|“丝丝”声音|20161102105319|26|96|最近几天我发现一个问题，在打着火后能听到发动机类似“丝丝”声音，一二秒后就没有了，好象原来没听到过这种声音，心里略有不安，特请教各位刚友，这是什么声音，会不会有什么问题
null|发动机|嗡嗡的声音|20161102105319|29|102|昨天在院里连起步和倒车，偶尔会听到发动机嗡嗡的声音（感觉和服务器强排风一样）声音很大，站到旁边呼呼的热风
皇冠2.5强化版|大灯|照路时有许多阴影，枝条状|20161102105319|78|277|我的皇冠2.5强化版大灯照路时有许多阴影，枝条状，不知其他道友的皇冠有否此现象，凯美瑞可没有，要不要在首保时换掉
null|发电机|坏了|20161102105319|108|403|第一，发电机坏了，换了原厂的，存在问题：发电不够用（原来的也不够用，所以晚上开车时特别要注意，不要所有的电器一起用或开到最大）
鼓风机|声音|大|20161102105319|108|405|第三，空调的鼓风机声音大，虽然空调够凉，但是不能自动调节
null|车身|发飘|20161102105319|109|411|今天气温很低，并且风很大，车子跑到70多迈感觉车身发飘
发动机|声音|挺大的|20161102105319|128|510|怎么发现发动机的声音挺大的~
比亚迪|电机|重量重|20161102105319|143|632|比亚迪的主电机是50KW,副电机是25KW，一起是75KW的重量，那是相当的重，而且用的是永磁电机,技术简单，成本低，但是重量重，而且会有个什么问题?就是用了几年以后，会有磁力衰退,造成动力减少
电机|重量|重
电容大巴|效率|低下|20161102105319|143|655|这就造成电容大巴效率低下，而且走走停停多，加速能力非常差，需要经常充电
null|加速能力|非常差
null|null|异响|20161102105319|166|798|”的异响，声音不太大，但影响听音乐，好象有杂音似的
null|发动机|塑料味特别的大|20161102105319|181|875|提车不到一周，启动时发动机塑料味特别的大是毛病么，用上4S么，过一阵能不能没啊
发动机|声音|很大|20161102105319|197|931|首保更换机油后,为什么发动机声音很大?
null|油门踏板|有轻微的“达达哒”声音|20161102105319|205|948|我的车每次发动以后第一次踩油门时油门踏板感觉有轻微的“达达哒”声音，如果启动时先用怠速行走一小段再加油就不会有声音
null|声音|比较大|20161102105319|208|968|不管带速还是开动车内声音比较大,反正比伊兰特大很多,其他感觉还性.
null|null|大幅减配|20161102105319|226|1025|理由如下：1、与进口车同档次相比，大幅减配；2、钣金太薄；3、漆面软而不平；4、各种灯泡经常坏；5、仪表没多久要么失灵，要么坏掉；6、各门边和接缝处，参差不齐；7、哎，不多说了......?欢迎拍砖
null|钣金|太薄
null|漆面|软而不平
null|灯泡|经常坏
null|仪表|要么失灵，要么坏掉
null|门边|参差不齐
null|接缝处|参差不齐
HG2.5导航版|发动机|冷启动噪音很大|20161102105319|234|1037|我的HG2.5导航版发动机冷启动噪音很大，水温上去后稍好
null|做工|无法比拟的|20161102105319|245|1061|进口的产品不管是做工、质量、手感等各方面确实是国产改装件无法比拟的，虽然价格高了些但真的是一分钱一分货
null|质量|无法比拟的
null|手感|无法比拟的
null|漆面|太软|20161102105319|272|1448|缺点就是漆面太软，跑了1趟高速就有了几个芝麻大的小白点
null|车身|抖动|20161102105319|275|1456|我的小安近20天前出现了在早晨启动后车身抖动现象，本人在跑了3天后到我们当地的4S（东营石大修理厂）进行了检查，经过电脑检测没事，维修顾问说应该是长期低转速运行燃油系统产生积炭造成的，建议我买了一罐大众专用的“燃油清洁剂”（160大元），要求在下次加油前先注入油箱再加油，跑跑就好了（维修顾问态度还是很亲切的）
null|车辆|抖动剧烈|20161102105319|275|1457|到10月23号我该加油了就按照要求加入了清洁剂，头两天感觉启动后抖动小了（但还是有），到了25号我晚上拉着老婆大人去西城百货大楼，刚到准备停车突然车辆抖动剧烈（主要是通过方向盘及座椅抖动感觉），发动机声音沉闷，并且加油不畅像要断火
发动机|声音|沉闷
null|加油|不畅像要断火
新胜达|避震|太硬|20161102105319|302|1563|朋友们你们好：??????????????关于新胜达的不尽人之处------避震（太硬），喇叭（经常单音），你们的新胜达是否也是这样
新胜达|喇叭|经常单音
途安|内部空间|表现比较一般|20161102105319|303|1571|大众途安空间该车全车尺寸为4411mm×1794mm×1670mm，轴距为2678mm，较短的轴距让途安的内部空间表现比较一般
大众|途安|null
1.8T车型|起步价|比较贵|20161102105319|303|1576|另外，1.8T车型近18万的起步价对于国内消费者来说也比较贵，涡轮增压发动机后期维护保养费用也比较昂贵，价格下不来也是导致途安难以热销的一大阻碍
涡轮增压发动机|后期维护|保养费用也比较昂贵
后期维护|保养费用|也比较昂贵
null|价格|偏高|20161102105319|322|1633|说实话这车也不错，但价格还是偏高
null|动力|有严重的动力问题|20161102105319|322|1636|而且有严重的动力问题，1.5的排量，再加上引擎比较老，买来也只能当QQ开了，而且说是有电动天窗，只是豪华版的
DD|GPS|不好使|20161102105319|326|1659|还有昨天提的DD的GPS不好使，后面的卡槽里没有GPS卡，4S说让韩方这几天给发个卡过来，不知道可信不?我说如果不给发卡我就退车，还有如果没发，这个GPS卡不知道外面能不能买得到
DD|卡槽|没有GPS卡
null|声音|出现""哧哧哧""的声音|20161102105319|351|1765|"车买来才400-500公里以后,现在每次跑到10公里以上车子就会出现""哧哧哧""的声音,800公里的时候踩油门会出现很大的""咀咀""声,象在喷油一样的,900公里的时候去了4S店,4S店说是电子油泵的问题,就更换了油泵,但还是不行,又更换了汽油滤芯,现在刚开始的""哧哧哧""声音没有了.但是喷油的""咀咀""声音还是有的..4S店说过段时间会好的,油路系统还有杂质,但我想想不太可能的,所以请大家帮我看看到底是什么原因出现了这样的情况."
null|油门|出现很大的""咀咀""声
手提箱|声音|有类似报警的声音|20161102105319|384|2016|今天高速上面速度到130时中间出风口部位风声很大当时开的外环绕最后关掉是就没声音了速度到了140后又响起一直是内环绕不知道是否正常还有速度到了180时手提箱内既然有类似报警的声音不知道其他兄弟有这样的情况没
null|null|车被划了一分钱大的小圆点能见到铁皮了|20161102105319|486|2505|我车被划了一分钱大的小圆点能见到铁皮了
起步|换挡|有点顿|20161102105319|697|3729|车怎么起步时1挡换2挡感觉有点顿??而且起步换挡换的比较迟要到2000转?到了2000转而且声音挺大又细又尖??上去30就好多了动力很灵敏尤如手动挡一样为什么调教的1挡换2挡这么迟呢??不明白?我说的情况只是起步时就是0-30这段???
起步|声音|挺大又细又尖
null|后驱|侵占了太多的车内空间|20161102105319|813|4362|但是它也并非完美驱动方式，后驱的设计最大的问题就是侵占了太多的车内空间
传动轴|传动效率|低一些|20161102105319|813|4375|既然说到了传动轴，正是需要由传动轴把动力由前传递到后驱动轮上，所以相对于前置前驱的另外一个缺点就是，它的传动效率要低一些
后轮|驱动力|很容易突破极限|20161102105319|813|4376|而且在高速过弯时，后轮的驱动力很容易突破极限，形成转向过度，使车尾横着飘出去
null|null|嘶嘶声：像气球漏气|20161102105319|819|4409|嘶嘶声：像气球漏气，大多是空调或冷却系统有毛病
null|空调|有毛病
null|冷却系统|有毛病
null|null|啸鸣声|20161102105319|819|4414|啸鸣声：大多出现在汽车转弯时
null|加速|失去动力|20161102105319|821|4423|昨天在行车途中，加速突然失去动力，待速不稳时高时低，不给点油就会熄火，去SSSS店也查不出具体原因，不知道各位是否遇到过这样的问题
null|待速|不稳时高时低
雨刮器|声音|有很大的声音|20161102105319|822|4424|毛毛雨时雨刮器刮在玻璃上有很大的声音，雨大时没了，除了更换雨刮还有什么办法让它不响吗
null|null|擦不下去，就好像磨了一样|20161102105319|823|4426|?回来后发现这一个地方用湿的纸巾也擦不下去，就好像磨了一样
金刚|null|抖动|20161102105319|943|5043|????天越来越冷，金刚也从夏天启动的时候偶尔抖动发展到现在冷车启动十之八九要抖，症状是打着火转速上升阶段不抖，转速降至1200转时开始抖，好像缺缸一样，排气也跟着噗噗响，有水喷出；持续时间有长有短，有时持续1分钟，有时持续十几分钟，然后慢慢幅度变小，恢复正常，折磨啊
金刚|排气|噗噗响，有水喷出
车头|null|异响|20161102105319|980|5281|最近发现一个问题，只要道路稍微有点颠簸，车头里面就会出现异响，响声就好像敲瓷缸的声音，“当当当”的，气温在5度以下时特别明显，而10度以上基本不会出现这种情况，不知是不是车子有问题
null|null|关门后，上面中间的缝隙有一指宽|20161102105819|0|0|大家有没有注意，关门后，上面中间的缝隙有一指宽，我想跑起来，那里风一吹肯定风躁很大
null|地盘|不全，而且不结实，指甲一抠就掉了，摸起来发粘|20161102105819|1|3|仔细看，新车地盘肯定做过防护，但是不全，而且不结实，指甲一抠就掉了，摸起来发粘，所以防护性能一般，如果在沿海或滨水地区，行走时地面飞沙走石，容易损坏原有防护层，锈蚀就容易发生，而且底盘一旦锈蚀，就不可逆转，因为你不可能经常趴在车底看看，所以当发现有问题的时候修补起来费用就大了
地盘|防护性能|一般
领驭|座位|没有小V的舒服|20161102105819|32|347|?目前为止的性能状况~大概是我之前只开过老爸的领驭，那座位实在没有小V的舒服，方向盘也只能适合男人用，又大又沉
领驭|方向盘|只能适合男人用，又大又沉
