车|行驶里程|不准确
车|噪声|胎噪、风燥都稍大
A柱|视野|不好
车|车底|有异响
车|黑内饰|容易脏
车|动力|有点涩涩的，不是很顺畅
车|发动机|声音大
小5|空调|制冷效果也是不明晃
空调|制冷|不好
车身|null|不稳，有很大的晃动
发动机|声音|很难听
35|方向盘|抖得厉害
车|雨刷|响
发动机|动力|不行
车|变速箱|null
车|样子|没有办法接受
车|储物空间|少
车|null|单薄
内饰|硬塑料|破裂的很严重，容易伤人
左前门|胶条|太厚
车|空调|不怎么好
车|空间|狭小
车|噪音|有点大
发动机|声音|有点大
第三排|空间|小
车|把手|抖得非常厉害
B50手尊版|发动机|声音好大
冷车|风扇声|特别大
雨刷|电机声音|大
车|底盘|做得太糙
车|车壳|太薄
车|内部空间|太窄
车|喇叭|实在叫人不爽
内饰|做工|一般偏下
ix35|异响|null
车|皮|薄
车|底盘|有周期性响声
Ix35|减震|不好
车|档把|抖动厉害
车|音响|声音时有时无
内部空间|气味|很大
车|怠速|抖动
车|内饰|太简陋
车|灯光|不行
车|操控性|没什么很强
5T|动力|稍差
喇叭|声|很小
发动机|抖动|厉害
车|车漆|太脆弱了
车|油耗|厉害
车|档位|难挂是通病
车|方向|沉
远景|尾灯|不太好看
森林人|越野能力|并不出色
三菱SUV|噪音|极大
车|油耗|不让人满意
IX352.04WD这款车|发动机|很费油的
左前门|空隙|好大啊
车|外形|不够大
车|后备空间|小
车|保养费|较高
车|左前门|异响
途安|7座|牵强
途安|后排空间|不像车外观看起来那么大
途安|座椅|无法向后调整角度
消音器|噪音|大
点烟器插口|供电线|特别细
车|喇叭|不太好摁
智跑|动力|一般
内饰|做工|不精细
车窗|一键式升|没有
轮胎|韩泰|垃圾胎
车|定速|没有
车|异响|严重
车|异响|三处
小三|后视镜|不带加热功能
暖风|噪音|大
车|噪音|大
车|null|乱抖
发动机|声音|像破拖拉机
车|天窗|不一般高
车|指针|抖
车|刹车|不行
车|震动|厉害
车|车门|不好关
轮胎|噪音|大
车|音响|不好
现代新胜达|异响|
车|气味|刺鼻
车|油门|重
轮子|打滑|厉害
车|倒车雷达|没有
发动机|响声|大
车|价格|贵
悬挂|减震|太差
车|车身|甩
美国车|null|傻大个
美国车|油耗|大
美国车|油门|反应迟钝
美国车|刹车|反应迟钝
索兰托|油耗|大
车|减震|没有智雅版号
车|排气|不畅
排气|汽油味|大
高速|风噪声|大
喇叭|声音|档次低
日产全系|方向盘|难看爆了
日产全系|排挡杆|难看爆了
车|方向盘|重
车|后备箱按键|没有
车|右前门|细小声音
远景1.5尊贵版|倒档|不好挂
沃尔沃|质量|不过关
车|下面|老响
跑跑|声音|null
10款豪华版|喇叭|有杂音
车|右后门|关门费劲
途胜|门|不关也能上锁
内饰|黑塑料|接缝有刮擦
发动机|怠速声|大
方向盘|喇叭|不好按
发动机|烧油|严重
车|null|咚咚声
沃尔沃|null|危险
车|减震|不好
车|null|漏油
车|噪音|恐怖
手动豪华版|起步|提速慢
沃尔沃|质量|差
小三|胎压|高
车|null|失望
车内饰|null|失望
车|停车|声音大
车|起步|声音大
跑跑|噪音|高
汽油|质量|不行
车|做工|不行
1.5CVT乞丐版|顿挫感|null
转速表|指针|漂移
后箱备胎|底板|烫
车|导航|不好用
奥德赛|噪音|太大
车|定速巡航|存在缺陷
车|刹车|车盘异响
车|安全气囊灯|亮
车|方向盘|抖
车|null|抖
大智|方向盘|偏转
RAV4|变速箱|垃圾
CRV|变速箱|垃圾
死S店|保养|坑爹
4S店|二保|贵
车|后门|异响
智跑|后备箱门|异响
CRV|后备箱门|异响
途观|后备箱门|异响
奇骏|后备箱门|异响
奥迪Q5|后备箱门|异响
奥迪Q7|后备箱门|异响
CVT|动力|不足
车|外形|不喜欢
车|胎噪|声音大
胎噪|声音|大
车|悬挂|太软
车|悬挂|不喜欢
车|null|不厚道
车|隔音|一般
车|抖动|厉害
车|车窗|不能自动关闭
车窗|自动关闭|不能
北京现代|null|不厚道
南充|4SSSS店|冷漠
车|轮胎|好脏
车|空调|只吹热风
IX35|锁止伐|产生间隙
车|装配工艺|问题
IX35|装配工艺|问题
车|异响|折磨
车|味道|浓
车|氙气近光灯|偏低
车|氙气近光灯|不满意
那梁|减配|可恨
上海大众|减配|无理
劲弦2.0高配|空调|响声
车|发动机|null
发动机|排放故障灯|一闪一闪的
车|动力|下降
车|油耗|增大
车|底盘左侧|null
底盘|护板|撕裂
奥迪|车门|瘪
索纳塔|null|不喜欢
车|空调|出问题
车|起步|慢
车|声音|大
车|前窗玻璃|动静大
前窗玻璃|升降|声音大
车|反光镜|null
反光镜|小黑点|擦不掉
车|空调滤芯|没有
车|底盘|不防撞
车|密封性|差
车|门框|null
门框|密封条|只有一半
车|天窗|null
天窗|密封条|不是全封
车|内饰|质感差
内饰|质感|差
车|驾驶席座椅|不能调节
驾驶席|座椅|不能调节
车|离合|距离大
车|油门|轻
车|熄火|容易
S60T6智雅|性价比|降低
新胜达2.4L2驱至尊版|门|熄火不自动开锁
车|刹车|踩刹车响声不变
车|侧弯|有点厉害
车|油耗|大
迷你是液压助力|力量|重
迷你是液压助力|力度|不可变
车|手刹|哒哒声
4S|null|垃圾
修理工|null|垃圾
副厂件|质量|较差
车|胶圈|易坏
车|起车|皮带响
起车|皮带|响
IX354驱尊贵版|变速箱|异响
车|发动机|不开
车|空调|低频声
b50|方向盘|紧
喇叭|价格|贵
喇叭|效果|差
车|空间|小
车|档杆|晃动
车|null|费油
电动门窗|null|时好时坏
跑跑|异响|null
前挡贴膜|Logo|眼前晃
长城腾翼c30|异响|大
车|销售|垃圾
车|天线|难看
车|发动机声音|大
上海通用别克商务车|刹车软管|null
喇叭|声音|小
大灯|亮度|低
车|4s|坑爹
智跑|高度|小
别克|变速箱故障|未解决
别克君越|变速箱|突发故障
车|转速|很高
车|噪声|很大
长沙|内饰做工|不给力
车|浅色内饰|容易脏
h6|自动挡|没有
h6|加速|很一般
h6|刹车|不太好
s6|做工|不行
车前盖|缝隙|很大
皇冠自动挡|怠速|升高
皇冠自动挡|油耗|很高
皇冠自动挡|刹车|不好用
奔驰|钥匙|单薄消瘦
奔驰|钥匙|别扭
途安|胎噪|很大
途安|null|有抖动感
途安|双后轮内侧|啃胎
左后轮|偏差|较大
车|噪音|依旧
车|发动机|响
车|刹车|偏软
车|车灯|太暗
车|车身|土
车|噪音|很大
手豪|回油|明显顿挫
手豪|踏板|沉
手豪|档位|涩
车|起步|比较肉
车|内饰|粗糙
车|方向机|渗油
节气门|声音|大
后尾灯|左右缝隙|不一样大
后排|空间|不够宽敞
车|油门|null
车|档杆|推不动
后备箱|空间|不足
车|手动换挡按钮|坑爹
奔腾|null|残疾
风神|null|发育不良
车|内饰中控部分|价廉
车|气味|太大
中控|空调旋钮|松松垮垮
发动机|噪音|大
尾部|线条|太多
副驾驶座位|手动调节|寒碜
c30|噪音|大
后排|空间|偏小
普桑|地盘|不够高
车|刹车|软
顶棚|异响|严重
刹车|抖动|厉害
车|右后门|不好关
车|抖动|异响厉害
车|机脚垫与发动机距离|太近
车|侧面防蹭条|单薄
焦点踏板支架|缝隙|大
车|灯光|不给力
发动机|噪声|大
车门|声音|不好听
车|空调|不凉
智跑|后备箱|太小
智跑|主驾头部空间|不够
车|自动跑偏|null
致胜|变速箱|不给力
致胜|悬挂|太软
致胜|动力|不行
c30|座椅|太高
车|内饰|太差
车|座椅|单薄
小狮子|油耗|高
车|发动机运转|不平稳
变速器|轴间间隙|过大
车门和前中控|硬塑料|掉档次
海马骑士|味道|太大
海马骑士|做工|不咋地
车身|尺寸|不大
ix35|线束|凌乱
逍客|后排座椅|尺寸过小
逍客|头部空间|不足
车|扶手箱|松松垮垮
车|手套箱|有点松
内饰|硬塑料|null
车|异响|null
车|中控异响|时有时无
车|离合器|重
车|内饰|容易脏
车|刹车|一般
vv|内饰|简单
奥德赛|远光|不给力
车|刹车|太软
车|雨刮器|异响
长城|塑料质量|很次
c30|噪音|比较大
阳光车|避震|漏油
车门|隔音|不好
车内|材料|不环保
c30|后备箱盖|单薄
手舒|噪音|有点大
手舒|null|抖动
小爱|怠速|有共振
车|后排空间|小
车|座椅|硬
车|内饰|简陋
菱智|发动机|动力不足
车|起步|太肉
机器|噪声|大
全球鹰GX7|大灯|不好看
阳光|提速|慢
后备箱|视觉空间|小
MT|机油粘度|过大
车|内饰|很一般
车|仪表盘|太小
顶棚|隔音|松垮
中控|颜色搭配|老气
中控|材质|一般
车|油门响应|迟钝
座椅|位置|高
车|声音|变大
车|刹车前轮位置|异响
车|胎噪|太大
车|风噪|比较大
车|挡|略不好挂
座椅|调节方式|略显不方便
车|内饰|不是很高档
奔驰|售后|深似海
奔驰|null|null
瓦格纳加蔡澈|null|null
奔驰|价格|寒心
日本车|null|悔青了肠子
4s|售后服务|null
奔驰|null|讨厌
a6|null|不适合
福特|四缸涡轮引擎|缺德
汽车|质量|大打折扣
福特|ecu位置，后排座椅|弱智，薄的不能再薄
奔驰|null|水土不服
奥迪|品牌|差蛮多的
法拉利|驾驶快感|高贵
80年代的车|null|影响自主品牌发展
大众|null|不要脸
卡罗拉|null|不行
丰田|null|null
凯美瑞|null|null
丰田|刹车性能|刹不住
丰田凯美瑞|null|太平间里安心睡
大众|价格|不厚道
大众|态度|不真诚
丰田普锐斯|价格|贵
丰田5a-fe|发动机|卧槽尼玛
奇瑞a3，长安悦翔，天津一汽威志|安全，自主品牌|存在极大风险，让人担忧
奔驰|保养价格|坑爹
车|延展性，遮瑕|略逊色于
大众|null|失望
广汽|发动机|短板
大众车主|null|强奸，骗
大众的车|设计|同化很严重
大众系|发动机|烧机油
车|界面|好恶心
广汽|防撞梁，车门|没有，焊接的
荣威|发展状况|还不如
奇瑞|null|想吐
奇瑞|设计|挑战了审美底线
日本车|技术|相当普通
大众，丰田，本田|价格，配置|高价简配
捷豹xf|质量|差
a83，0t|null|故障
大众|外形|大众脸
索纳塔8代|销量|相差甚远
奇瑞qq|null|和图片一样
高尔夫|利润|太高
大众朗逸-|内饰，价格，售后|不好，高，超差
车|刹车功能|不太好，危险
车|null|好脑残
大众|null|无好车
2012款本田cr-v|尾部设计|败笔
致胜|性价比|提价减配
通用的汉兰达|爬坡|不行，爬不动
奥迪a4|性价比|太低
雪佛兰|销售顾问的低级错我|让人无语
比亚迪|油耗，售后|好高骛远
tt|发动机|烧机油
宝马|销售员|素质低下
bmw|null|无语
车|噪音，齿轮箱，刹车|大，差，抖动
山地车|价格|不菲
奥迪4s店|态度|傲慢
本田，日产，马自达，本田|null|不行
韩国汽车|外形，内饰，机械|平平，土气，粗糙
丰田|设计|没有
新款本田crv|内饰|不是很舒服
日系车|null|杯具
日本车|安全性|有待考虑
宝马|4s店服务|相差太远
丰田|null|不信这么硬气
比亚迪|净利润|更差
车|排量，马力|大，低
这部车|内饰|无质感，较强的塑料感
马自达|利润|连亏
奔驰|节奏，3，5v6的技术|跟不上，out
新款|造型|太凶了
比亚迪|车载电池|严重影响车的操控，可能侧翻
丰田凯美瑞|null|被彻底干翻
奥迪a1|款式，空间|不方便，太小
起亚车|动力，提速|无法相比，有很大差距
audi|服务意识|差劲
奥迪|销售和客服|高级黑
奔驰|售后，操控，性价比|不如，失望
车|定价，款式，货源|不合理，款式不足，刻意制造短缺
丰田车|null|小些
丰田|设计师|缺乏想象力
福特|null|null
车|尾巴|过时
车|报价|不便宜
车|服务态度|倒闭，老天下了眼
起亚|环保，油耗，动力|爱积碳，高，差
聆风|电池|老化过快
大众汽车|对待客户的态度|没诚信且傲慢
奥迪|销售|null
日系|null|冷淡
奔驰|保养费|贵
本田|null|冠军
奥迪4s店|服务|傲慢
车|transmission，加速感，排量，颜色，外形，价格|不好，不够，小，不好看，丑，搞
4s店|null|变态，鄙视
车|品牌影响力|实在太差
沃尔沃|空间|太小气，不够大
这款车|动力，油耗|小，高
通用的v8引擎|排量，税收|太高，交不起
byd|策略|有问题
混合动力车|油耗|根本不省油
混合动力车|混动，电池，限制条件|相当多
东风日产|配件质量|差
别克4s店|态度|差
比亚迪|核心业务|遭质疑
大众|null|不喜欢
速腾|内饰|也不好看
奥迪a4|碰撞试验|不堪一击
别克|自动开灯|讨厌
奥迪|小毛病|那么多
奔驰|销量绝对值和相对增幅|落后
比亚迪奇瑞吉利|对待客户态度|null
大奔|动力|不如别克
奥迪a6|车风车德|null
比亚迪|玻璃本性|最大败笔
丰田卡罗拉|null|不喜欢
encore|新设计|不符合规范
新览胜|灯|无力吐槽
福特|前脸|无力吐槽
日本车|null|确实不好
比亚迪|服务|何时能赶上
奥迪q7|舒适性|恶心
车|底盘厚实度，前门板扶手，整体舒适性|差一点，太短，比不上
上海大众|产品质量，售后服务质量|差
奥迪|发动机|烧机油
大众|前脸设计|审美疲劳
比亚迪|发动机|null
车|高速，刹车|断车轴，漏油
丰田|刹车性能|吓
丰田|刹车|刹不住
车|技术|很成熟
日产车商|null|强烈鄙视
奥迪|嘴|更大了
东昌福特4s|维修|坑爹，忽悠
日产|保养|尼玛
奥迪的吉普|最后座|中看不中用
比亚迪，吉利|产品|惨不忍睹
汉兰达|null|null
日产|null|来火
奇瑞汽车|null|下线了
车|主流车型|存在致癌风险
4s|中保|会赚钱
日系车|市场份额|降低了，前景堪忧
丰田混动|售价，销量|高，未能大幅
奔驰c系|味道，销量|异味，被抛开
雪佛兰|付款|null
别克|小毛病，保养费，排气管消音器|不断，死贵，经常坏
车|技术感|操
奥迪|销售人员|吊的很
别克|null|烂
雪佛兰|价格|悲剧
媒体|业务水平|null
福特|设计|太糗
欧洲车市|车市，竞争|不好，激烈
比亚迪|创新，销量和利润|没有，没有支撑点
本田|车款名称|恶心
手挡车|起步|不给力
民族品牌|竞争力|缺乏
民族品牌|null|有差距
原车配的国产配件|配件|可能不是非常稳定
吉利|车型，安全|抄袭，不考虑
汽车工业|null|死循环
雪佛兰4s店|null|失望之极
奔驰的blueefficiency|内容，概念|宽泛，模糊
丰田|null|惨
日产|产能|过剩
红色的|null|很嗲
加达雪佛兰|销售|散漫业余，拉黑
丰田|null|傻逼
丰田|null|门庭改换姓名香
丰田|中国客户|被坑害，傻逼
科鲁兹|电瓶|像大姨妈一样
雪佛兰爱唯欧|内饰致癌物质|超标
比亚迪|管理水平，技术水平|狂妄自大
q5|广告|失败
一汽大众|4s店排污|污水排入小溪
别克|外观|不好看
byd|功能|不符
车|进气口松动|低级错误
蒙迪欧-致胜|装配，发动机|糙，故障，吓人
斯巴鲁|销量|惨淡
国旗|设计|四分五裂
奥迪a4l|刹车油管|破裂，失望至极
丰田|null|不负责任
大众汽车集团|null|我投降了
丰田雅力士|事故率|排在第一
奔驰c|甲醛含量|超标
奔驰国产车|null|别买
三星lg，现代起亚|null|韩国出了
雪佛兰|服务态度，诚信|有严重的问题
雅力士|null|早逝
丰田雅力士|null|null
丰田凯美瑞|高速，刹车|断车轴，常漏油
雷克萨斯|品牌|衰败
丰田|动力电池|乏善可陈
byd|电池|跌
比亚迪|电池技术|忽悠
别克encore|null|憨厚
日本车|null|偷工减料
车|胎，车门，悬挂系统，刹车优先系统|劣质，焊接，垃圾，没有
奔驰|在中国的问题，品牌个性，性价比，营销问题|错综复杂，不如，迟迟不处理好
吉利比亚迪长城|null|贱货
比亚迪速锐|广告|失败
车|功能|充其量属于
福特车|油耗|好费油
比亚迪|null|吹牛
日系|低迷|产品技术的原因
车|发动机|渗机油
日系车|null|脆弱
奥迪|品牌，技术|好你妹，不成熟
奔驰ecoupe|款型|臃肿
吉普|logo|美中不足
大众|广告|难懂
k3|风格|小失望
奔驰|保养|贵
日系车|零件|少了零件
车|独立悬挂，车门焊接|减配严重
日系车|电瓶容量|少了一半
日系车|安全|没有保障
本田|抗撞击|塌一个大坑
丰田|车款，质量|千篇一律，不咋的
途观，指南者，汉兰达|null|fuyun
别克|null|很难和奥迪，宝马相提并论
奥迪|保养费用|谁他妈说便宜的
比亚迪电动出租车|技术|安全隐患
日产，起亚|null|一个鸟样
丰田|言论|牛b
车|侧倾，凹凸路面状况|明显，较颠簸
丰田|null|失败
本田锋范|全方位性能|比不上
车|做工，手感，椅子，隔音|粗，糙，硬，差
2|动力，换档|差一截，顿挫感明显
广汽传祺|总体评价|null
雪佛兰4s店|null|失望
日本车|null|不行啊
volvo|null|不是别克gl8对手
车|刹车|太高了
自行车|null|太次
奔驰|混合动力|不买
奔驰|品牌|不成熟
合资的奥迪|车窗|吱吱响
mg3|null|太冷门
日本车|价格|贵
丰田|null|傻b
雪佛兰|null|破车
别克|营销|上当
车|推广|不行
这些导航|导航|远远不及
导航仪|不好用的导航仪|扯淡
5系宝马|导航|麻烦极了
丰田4s|null|破丰田4s
丰田|安全性|不安全
丰田车|保险杠|轻轻一吻就掉了
长城比亚迪|抄袭，创新|特长，扯淡
通用的车|null|不靠谱
比亚迪|电池生产污染|睡不着觉
比亚迪|维修费|黑心，最大的黑幕
奥拓|null|难以成为奥迪
日本车|车子轻|偷工减料
一汽奥迪|出风口|恶心
丰田本田|售后，产品|null
眼镜蛇跑车|速度|快
大众的蓝驱|经济上，维修成本，dsg的可靠性|无法相比，高，是个问题
一汽奥迪|null|夸张
车|汽车空调|不会冷
车|显示屏，倒车雷达|死机，误报
奥迪车|用了两年|各种毛病
多媒体中控台|null|死机
中基奥迪|保养，发动|有问题
雪佛兰车|null|靠不住
科鲁兹，景程|车标，安全性|难看，会自然
别克车|null|不喜欢
日本车|耐撞程度|太软
日产尼桑|质量|不是吹的
尼桑|铁皮|薄
比亚迪|炒作|低端
安信丰田|null|声讨
这样的店|轮胎，信誉|有问题，失去信任，非常不道理
byd|null|null
车|造型|null
车|槽点|太多
capcom|设定|夸张
大众|null|比不上奥迪
宝马|null|无语
德国车|可靠性|差
宝马|质量|把控的问题
本田|底盘|轻
一汽|null|片面
宝马|价格|贵
丰田，本田|null|烦
这两种车|路线，思维方式|诡异，不老实
比亚迪|车，人品|差
挡风玻璃|价格|昂贵
大众奥迪|null|太残
东风本田|null|丢人
日系车，奥迪，宝马，奔驰|销量|下降
车|前脸设计|过度接近
福特|操控性|不如
奥迪a4|敞篷|null
途观|口碑|不尽如人意
丰田车|上路|极大的安全隐患
福特|视频|外行
日本车|null|不行
小4|耐撞程度|伤痕累累
日本车|安全|牺牲
日产|防撞钢梁|不靠谱
车|悬挂，底盘防腐涂层，封胶，后桥|非，无，粗糙的裸露的，脆弱纤薄
比亚迪|产品，策划|不踏踏实实，呕吐
索兰托|起步，高速提速|不算十分给力，十分吃力
朗逸|价格，提车时间|加价，过两个月
比亚迪|配置|注重
汉兰达|爬坡能力|坡难爬
a5|null|null
小别克|前挡|凹
起亚k3|null|null
桑塔纳|品牌|放弃了上海牌
新3系|座椅架|生锈
宝马118i|null|生锈
1系，3系|null|生锈
宝马|null|null
菲亚特|耐撞程度|不经撞
比亚迪|电动动力，汽车业务|看好，高估
别克|null|再输，受不了
美国的车|null|倒闭
别克|撞，气囊|淡定，撞惨
速腾，宝来，朗逸，捷达，桑塔纳|null|有问题
一汽大众|null|恶心
车|设计|不人性化
起亚|null|讨厌
车|离合|超高
日产|null|null
本田|捐款|才捐二十万
通用雪佛兰迈锐宝|null|去他妈的
本田|撞|撞坏，抵制
福特汽车|广告|极其烦人
丰田|null|不喜欢
别克新君威|质量|要命
日产|设计|缺陷
沃尔沃|发动机|成熟
车|越野性能|不如
丰田|撞|严重
一汽大众|dsg变速箱|没有解决
a7和别克|价格，油费|贵，高
别克定凯越|null|不能启动
车|设计|null
慕尚|倒车雷达pdc|不足
日韩车|车头|撞个稀烂
大众汽车|null|低端车世家
吉博力|null|null
凯旋|底盘，车身|岂有不输之理
索兰托|起步，加速|不算十分给力，十分吃力
大众车|null|有意思吗
车|发动机|差强人意
大众|汽车|去shi
车|后排|不足
车|噪音|比较大
车|顿挫感|明显
车|起步动力|不足
奥迪|null|不好
本田|null|走下坡路
丰田|油门踏板，刹车系统|出现问题
两万块钱的车|null|难开
奔驰|价格|贵
日产天籁|车内味道|刺鼻恶臭
奥迪|刹车|刹不住
宝马|null|生锈
沃尔沃|气囊|自爆
福特和三菱|null|漏油
奔驰|电池，致癌性，发动机|电池门，致癌门，抛锚
纪念版mini|null|中看不中用
太高档的车|汽油标号要求，维修|高，不好找地
福特两厢|null|居然会想去买
奇瑞qq|外观|难看
日产|款型|一模一样，坑爹
骐达|保险杠|脆弱
五菱|null|模仿
比亚迪|造型|模仿
斯巴鲁|null|最讨厌
日本车|null|null
日本车|车皮|太烂
比亚迪|功能，营销|功能展示不明显
奥迪|小毛病|真的好多
奥迪|多媒体，显示屏，倒车雷达，发动机油泵|死机，死机，经常误报，坏了
比亚迪|广告|有点过了，蔑视法律，低级的
别克|null|不过如此
雪佛兰|保养|不能发动
雪佛兰|档位|背
起亚|避震|很差
雪铁龙|null|悲催
比亚迪-byd|null|null
别克gl8|发动机|开锅
世爵|发动机|成绩平平
长城|刹车|问题很严重
奥迪q7|价格|掉价
丰田|混合动力车型|没多少市场
福特|底盘|留有硬伤
比亚迪遥控汽车|营销手段|太恶心了
dsg|问题|不解决
车|安全气囊|null
奇瑞|发动机|换
奥迪|null|破
宝马|涡轮|还没检验
君威|车头|拱起来了
车|前脸，尾巴|山寨
丰田|价格，厂商|太贵，日本产的
谷歌无人驾驶汽车|成本|异常高
比亚迪|null|脑残才买
一汽，上汽|品牌|老字号
大众|null|null
奥迪|null|更好的选择
别克凯越|null|破
马丁|null|null
